City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket
Delhi,13-10-2017,137.42,207.87,31.87,29.16,14.41,45.28,0.33,9.36,37.98,0.6,2.34,246,Poor
Delhi,14-10-2017,147.07,208.87,67.91,30.14,23.78,55.52,0.37,14.64,42.39,0.72,3.4,319,Very Poor
Delhi,15-10-2017,147.83,195.47,41.91,30,15.25,44.61,0.33,14.31,37.15,0.89,3.62,317,Very Poor
Delhi,16-10-2017,152.61,213.98,48.82,58.53,40.14,51.88,1.02,23.09,30.49,0.86,3.42,310,Very Poor
Delhi,17-10-2017,121.7,212.35,48.01,57.08,49.91,42.92,1.36,17.44,30.46,0.99,3.39,313,Very Poor
Delhi,18-10-2017,152.16,204.03,66.01,63.15,55.52,44.57,1.05,27.42,35.86,0.83,3.38,310,Very Poor
Delhi,19-10-2017,176.17,259,55.94,53.51,53.32,50.7,1.18,22.15,36.35,1.26,4.52,336,Very Poor
Delhi,20-10-2017,426.52,387.13,56.28,54.76,47.28,48.79,1.06,36.85,41.14,2.15,5.54,497,Severe
Delhi,21-10-2017,213.12,317.52,42.71,50.13,49.3,50.8,1.46,20.55,34.52,0.88,4.02,404,Severe
Delhi,22-10-2017,146.01,201.91,54.57,55.88,31.89,45.72,0.93,24.42,34.88,0.8,4.04,338,Very Poor
Delhi,23-10-2017,163.35,242.73,89.4,64.25,63.05,48.44,1.45,27.79,52.91,1.16,4.65,327,Very Poor
Delhi,24-10-2017,188.24,331.64,72.71,81.33,87.22,53.82,1.51,23.19,86.13,1.15,5.47,366,Very Poor
Delhi,25-10-2017,203.03,326.46,56.81,80.62,57.55,55.14,1.01,23.77,106.16,0.93,5.08,357,Very Poor
Delhi,26-10-2017,178.91,290.41,56.9,90.56,63.21,61.45,1.15,24.12,99.71,1.3,4.28,328,Very Poor
Delhi,27-10-2017,167.54,293.68,26.14,65.44,52.4,48.68,0.98,21.24,82.93,1.26,4.94,345,Very Poor
Delhi,28-10-2017,198.37,329.05,35.39,84.45,60.5,51.2,0.9,27.88,110.71,1.65,7.47,379,Very Poor
Delhi,29-10-2017,187.82,300.92,28.91,60.61,57.94,50.6,1.16,25.08,83.99,1.56,6.8,362,Very Poor
Delhi,30-10-2017,196.37,308.22,41.29,69.51,64.94,52.67,1.47,23.68,88.38,2.51,5.67,340,Very Poor
Delhi,31-10-2017,211.64,323.45,65.55,53.08,75.68,64.28,1.84,19.36,65.34,3.36,11.75,366,Very Poor
Delhi,01-11-2017,179.17,265.9,29.65,46.83,43.9,47.36,1.13,16.01,56.79,1.43,6.36,344,Very Poor
Delhi,02-11-2017,160.69,227.41,26.09,47.7,56.86,49.88,1.4,17.19,61.91,2.51,9.71,305,Very Poor
Delhi,03-11-2017,168.16,239.73,45.29,46.49,60.96,53.2,1.31,15.29,62.16,2.74,6.06,310,Very Poor
Delhi,04-11-2017,190.33,292.7,45.11,47.28,74.75,52.75,1.83,18.87,73.16,3.18,5.21,345,Very Poor
Delhi,05-11-2017,209.61,334.64,65.25,60.56,97.76,61.8,2.33,19.55,86.74,6.46,12.85,370,Very Poor
Delhi,06-11-2017,216.53,330.27,64.5,57.27,96,65.81,1.94,18.74,72.82,4.6,14.37,377,Very Poor
Delhi,07-11-2017,517.93,654.68,51.67,65.17,103.77,91.87,2.37,15.29,56.06,5.11,26.96,532,Severe
Delhi,08-11-2017,639.19,796.88,55.83,77.51,104.65,82.96,2.74,20.46,55.51,7.73,25.53,675,Severe
Delhi,09-11-2017,495.9,652.21,54.71,81.67,104.52,74.84,2.37,15.68,86.62,6.99,25.25,677,Severe
Delhi,10-11-2017,370.73,496.48,55.07,80.73,109.98,84.1,2.45,17.84,104.94,7.33,28.06,597,Severe
Delhi,11-11-2017,363.77,511.44,78.16,78.61,117.92,90.64,2.32,17.8,95.54,8.39,32.33,471,Severe
Delhi,12-11-2017,465.08,622.4,66.78,70.1,104.82,73.63,2.44,13.94,88.03,7.84,28.2,613,Severe
Delhi,13-11-2017,354.56,498.63,65.36,65.77,105.48,73.85,2.33,15.58,94.42,5.47,18.48,561,Severe
Delhi,14-11-2017,254.36,365.91,34.12,56.46,75.36,55.71,1.74,13.67,69.5,4.44,11.39,444,Severe
Delhi,15-11-2017,192.04,279.26,36.7,57.85,79.14,48.83,1.64,19.24,60.28,4.38,13.31,378,Very Poor
Delhi,16-11-2017,191.57,278.95,38.61,53.86,82.34,50.06,1.55,22.89,62.01,4.06,12.03,357,Very Poor
Delhi,17-11-2017,150.79,220.08,32.01,47.38,70.95,45.56,1.51,16.32,47.92,3,8.48,330,Very Poor
Delhi,18-11-2017,143.51,202.59,20.23,43.91,50.62,38.55,1.16,13.3,37.68,2.29,5.38,309,Very Poor
Delhi,19-11-2017,128.65,190.51,19.58,45.6,55.24,34.83,1.2,15.12,47.8,2.04,5.24,297,Poor
Delhi,20-11-2017,171.34,249.28,24.44,52.73,64.19,36.28,1.3,13.7,54.08,2.38,6.34,329,Very Poor
Delhi,21-11-2017,178.08,253.38,32.84,54.75,75.18,40.58,1.52,15.02,57.13,4.37,10.71,341,Very Poor
Delhi,22-11-2017,177.41,258.11,30.75,54.64,74.09,40.37,1.51,18.13,57.6,4.92,11.65,348,Very Poor
Delhi,23-11-2017,175.56,251.23,34.73,55.04,70.15,40.03,1.55,18.32,54.34,4.53,11.97,340,Very Poor
Delhi,24-11-2017,187.97,256.92,44.24,64.15,82.97,44.62,1.65,19.2,54.02,5.18,13.88,348,Very Poor
Delhi,25-11-2017,185.31,268.09,45.12,76.48,88,47.81,1.74,17.95,48.1,5.3,15.24,347,Very Poor
Delhi,26-11-2017,224.37,338.82,77.85,67.6,101.44,63.81,1.97,21.01,44.82,20.64,17.26,368,Very Poor
Delhi,27-11-2017,198.34,328.09,45.64,68.93,87.3,52.5,1.64,18.95,41.09,4.33,13.04,382,Very Poor
Delhi,28-11-2017,167.74,290.47,61.44,62.53,93.71,60.94,1.76,19.39,34.78,16.1,19.68,360,Very Poor
Delhi,29-11-2017,215.17,327.64,109.88,75.37,132.94,83.31,2.31,20.1,40.91,7.08,28.86,359,Very Poor
Delhi,30-11-2017,219.84,344.17,71.11,57.73,108.26,77.53,2.11,16.83,44.4,8.15,23.32,388,Very Poor
Delhi,01-12-2017,190.45,309.07,61.21,56.83,94.55,65.47,1.83,17.59,31.62,6.41,20.7,377,Very Poor
Delhi,02-12-2017,208.87,324.46,80.33,65.66,102.69,92.4,2.1,20.17,36.62,7.94,25.81,356,Very Poor
Delhi,03-12-2017,240.87,359.22,67.41,65.83,99.76,85.25,2.28,19.92,37.61,8.46,26.32,384,Very Poor
Delhi,04-12-2017,261.82,390.1,74.66,65.49,101.07,90.28,2.49,20.17,32.64,7.62,23.27,415,Severe
Delhi,05-12-2017,230.56,358.86,61.13,64.61,104.85,71.16,2.41,18.29,50.69,5.42,15.21,404,Severe
Delhi,06-12-2017,120.91,210.21,23.19,51.02,68.08,45.92,1.65,20.88,43.68,2.94,8.36,330,Very Poor
Delhi,07-12-2017,88.95,170.12,24.67,45.83,39.33,36.04,1.49,18.17,41.43,2.6,7.35,215,Poor
Delhi,08-12-2017,115.08,204.38,23.86,53.85,3.63,41.49,1.56,21.69,50.26,3.13,7.98,220,Poor
Delhi,09-12-2017,165.76,268.35,60.14,70.14,9.06,57.73,1.77,24.22,68.58,7.52,17.98,312,Very Poor
Delhi,10-12-2017,230.34,341.87,102,83.94,16.38,77.11,2.18,25.97,90.07,9.07,29.86,389,Very Poor
Delhi,11-12-2017,218.87,338.45,97.35,71.25,13.13,86.87,2.28,24.39,66.07,5.22,19.42,406,Severe
Delhi,12-12-2017,109.18,152.76,22.41,45.94,3.04,50.54,1.51,11.71,38.75,1.96,6.88,280,Poor
Delhi,13-12-2017,134.99,203.48,20.14,40.27,2.59,48.27,1.34,10.81,46.28,2.51,6.59,263,Poor
Delhi,14-12-2017,126.67,189.9,19.4,36.59,2.33,46.26,1.31,11.18,42.19,2.18,5.87,276,Poor
Delhi,15-12-2017,127.57,194.15,20.33,34.73,3.26,42.56,1.28,9.69,38.04,1.89,4.83,292,Poor
Delhi,16-12-2017,100.72,152.72,17.77,29.84,2.87,39.74,1.06,4.98,23.98,1.92,2.85,228,Poor
Delhi,17-12-2017,95.58,163.65,17.4,37.37,2.44,35.36,1.2,12.68,36.4,1.87,3.48,195,Moderate
Delhi,18-12-2017,115.19,189.64,20.4,45.8,2.15,45.71,1.28,16.97,45.37,2.46,6.42,223,Poor
Delhi,19-12-2017,168.33,257.19,35.44,54.84,4.37,56.27,1.48,23.03,49.68,3.93,10.74,291,Poor
Delhi,20-12-2017,283.24,410.74,44.05,66.41,5.96,78.25,1.91,25,67.35,4.65,14.07,378,Very Poor
Delhi,21-12-2017,293.14,435.23,32.3,61.63,3.57,72.97,1.45,22.54,66.06,4.12,10.87,467,Severe
Delhi,22-12-2017,157.72,241.38,22.11,50.73,2.69,55.36,1.17,20.47,48.84,2.88,7.93,370,Very Poor
Delhi,23-12-2017,117.72,181.59,31.51,50.97,3.61,51.89,1.54,19.95,43.85,3.9,9.81,253,Poor
Delhi,24-12-2017,203.18,301.71,79.8,66.65,9.75,73.83,1.74,23.73,59.85,6.52,14.99,309,Very Poor
Delhi,25-12-2017,259,368.35,61.55,58.92,7.06,68.61,1.68,23.76,56.1,5.63,15.78,398,Very Poor
Delhi,26-12-2017,224.42,326.11,46.41,57.6,6.18,62.83,1.57,22.1,38.93,5.37,12.99,372,Very Poor
Delhi,27-12-2017,224.27,317.87,58.71,65.61,9.76,71.71,1.69,23.17,58.98,5.95,18.27,379,Very Poor
Delhi,28-12-2017,249.17,362.39,80.57,70.25,11.62,79.07,1.86,25.51,66,6.36,23.66,398,Very Poor
Delhi,29-12-2017,227.28,347.63,70.6,59.7,10.69,68.22,1.7,25.54,61.36,5.35,19.38,399,Very Poor
Delhi,30-12-2017,273.56,401.15,69.31,60.4,15.32,75.04,1.96,21.01,61.73,6.96,25.19,421,Severe
Delhi,31-12-2017,306.17,445.58,83.77,66.97,23.13,83.55,1.95,17.97,76.45,7.01,21.12,451,Severe
Delhi,01-01-2018,303.41,415.09,62.76,63.92,11.79,73.16,1.8,18.58,68.75,5.72,14.77,462,Severe
Delhi,02-01-2018,277.48,422.59,31.26,53.73,4.26,55.61,1.52,12.43,68.68,3.98,9.71,439,Severe
Delhi,03-01-2018,217.01,336.87,37.98,52.24,2.87,50.81,1.29,10.28,54.94,3.09,6.6,405,Severe
Delhi,04-01-2018,248.54,377.61,35.56,61.57,4.24,55.17,1.36,14.42,66.31,3.79,8.2,394,Very Poor
Delhi,05-01-2018,240.42,360.99,38.73,54.8,4.57,51.36,1.38,13.2,48.57,3.63,8.14,398,Very Poor
Delhi,06-01-2018,252.57,378.9,65.27,59.12,8.53,63.78,1.59,18.15,39.65,5.69,13.64,403,Severe
Delhi,07-01-2018,191.66,292.74,26.49,47.02,4.99,50.09,1.3,16.27,57.39,3.19,6.5,384,Very Poor
Delhi,08-01-2018,152.98,259.13,37.51,51.6,5.28,47.52,1.33,17.15,54.55,3.36,7.87,314,Very Poor
Delhi,09-01-2018,233.1,355.21,62.59,66.19,10.36,58.65,1.54,21.82,66.79,5.31,13.99,373,Very Poor
Delhi,10-01-2018,186.26,294.24,34.44,60.21,3.98,48.38,1.4,18.98,58.51,3.26,7.3,366,Very Poor
Delhi,11-01-2018,154.64,243.95,30.06,63.57,3.47,47.42,1.47,17.4,56.22,3.27,6.83,318,Very Poor
Delhi,12-01-2018,168.87,281.06,40.02,65.3,3.73,55.07,1.56,24.03,62.37,4.23,11.32,306,Very Poor
Delhi,13-01-2018,230.5,355.43,68.69,61.28,3.2,75.88,2.12,24.28,75.14,7.62,21.81,370,Very Poor
Delhi,14-01-2018,191.47,308.74,36.32,54.37,1.87,55.35,1.72,22.47,64.8,4.3,10.03,365,Very Poor
Delhi,15-01-2018,177.71,309.85,32.47,52.51,2.15,54.6,1.42,19.12,59.73,3.26,7.7,352,Very Poor
Delhi,16-01-2018,133.56,231.04,31.78,46.86,3.92,43.23,1.36,19.06,54,3.09,9.36,278,Poor
Delhi,17-01-2018,235.06,353.55,44.3,47.86,34.61,52.37,1.61,14.48,64.1,4.22,12.58,350,Very Poor
Delhi,18-01-2018,276.25,428.08,48.32,55.08,85.75,59.73,2.04,21.02,72.89,5.19,14.81,411,Severe
Delhi,19-01-2018,253.7,398.16,41.26,49.45,81.11,63.31,1.82,22.27,73.6,5.47,16.52,451,Severe
Delhi,20-01-2018,152.33,252.92,21.5,38.87,53.34,66.51,1.31,14.45,43.18,2.37,4.43,351,Very Poor
Delhi,21-01-2018,153.61,274.5,33.93,44.09,63.87,63.25,1.51,16.91,41.49,2.74,7.02,310,Very Poor
Delhi,22-01-2018,202.11,352.68,54.86,56.45,72.5,63.15,1.87,21.64,68.33,4.09,10.9,362,Very Poor
Delhi,23-01-2018,160.79,248.48,25.98,47.26,67.65,51.07,1.43,14.25,48.67,2.68,6.67,343,Very Poor
Delhi,24-01-2018,130.16,192.19,25.05,35.33,56.27,43.08,1.32,11.9,42.04,2.26,6.23,286,Poor
Delhi,25-01-2018,111.75,167.31,24.28,40.13,48.6,40.74,1.37,6.84,43.99,2.22,3.87,267,Poor
Delhi,26-01-2018,128.45,207.66,28.91,38.17,57.6,44.28,1.43,7.99,44.09,2.46,3.7,263,Poor
Delhi,27-01-2018,155.2,271.1,34.29,45.14,60.99,46.22,1.4,7.94,56.12,2.29,4.87,284,Poor
Delhi,28-01-2018,150.96,248.26,41.85,47.6,73.57,45.66,1.85,10.26,54.01,2.07,4.36,334,Very Poor
Delhi,29-01-2018,162.48,272.45,45.81,54.51,74.45,44.78,1.96,12.61,60.56,2.18,5.5,332,Very Poor
Delhi,30-01-2018,126.84,212.59,23.71,47.59,51.3,38.68,2,14.47,56.85,1.84,4.26,300,Poor
Delhi,31-01-2018,123.48,205.56,22.07,45.46,48.06,39.32,2.52,11.35,53.7,1.72,3.78,271,Poor
Delhi,01-02-2018,157.33,298.58,38.37,63.88,67.65,46.95,1.62,18.67,60.7,2.08,5.48,293,Poor
Delhi,02-02-2018,140.35,282.16,34.69,54.28,71.59,52.36,1.49,12.25,52.12,1.72,5.93,318,Very Poor
Delhi,03-02-2018,115.05,239.61,27.97,51.46,64.81,46.26,1.29,14.2,52.29,1.35,4.57,277,Poor
Delhi,04-02-2018,133.8,252.13,22.5,46.74,56.52,45.13,1.3,13.2,52.23,1.44,3.23,284,Poor
Delhi,05-02-2018,163.6,308.37,42.64,63.42,78.45,45.41,1.33,14.77,43.11,2.04,4.47,313,Very Poor
Delhi,06-02-2018,143.29,274.72,28.45,56.51,67.62,44.96,1.21,14.94,41.11,1.74,4.88,324,Very Poor
Delhi,07-02-2018,131.49,246.92,26.04,54.53,55.33,43.31,1.18,14.58,49.34,1.64,3.92,287,Poor
Delhi,08-02-2018,186.19,338.61,66.23,74.83,86.77,47.89,1.75,13.8,45.91,3.21,6.09,334,Very Poor
Delhi,09-02-2018,203.33,348.94,56.38,74.5,84.22,49.6,1.7,14.35,49.11,3.32,6.44,375,Very Poor
Delhi,10-02-2018,209.7,373.06,71.59,99.06,86.85,47.52,2.55,13.77,53.31,6.94,11,378,Very Poor
Delhi,11-02-2018,148.13,300.96,57.19,62.4,82.24,51.43,1.56,14.45,43.54,3.53,5.29,350,Very Poor
Delhi,12-02-2018,72.36,153.11,16.51,33.08,42.62,46.64,0.97,8.58,37.47,0.8,2.11,218,Poor
Delhi,13-02-2018,103.93,170.12,37.45,46.48,72.84,50.89,1.21,10.25,38.83,1.73,4.16,189,Moderate
Delhi,14-02-2018,76.92,149.43,16.31,34.92,44.75,40.88,0.96,9.03,38.43,1.02,2.66,217,Poor
Delhi,15-02-2018,94.49,173.59,16.78,38.54,47.11,44.48,1.03,11.47,40.95,1.16,2.82,189,Moderate
Delhi,16-02-2018,123.19,219.11,24.78,48.33,60.03,49.81,1.21,12.49,38.4,1.52,3.48,248,Poor
Delhi,17-02-2018,127.8,244.27,24.55,49.9,60.9,49.73,1.27,15.01,44.13,1.73,3.91,277,Poor
Delhi,18-02-2018,127.27,234.67,35.15,50.94,67.43,45.32,1.36,12.17,45.75,2.15,3.78,284,Poor
Delhi,19-02-2018,172.55,315.75,68.88,71.76,88.37,46.22,1.96,15.25,49.74,3.07,5.52,321,Very Poor
Delhi,20-02-2018,167.16,317.53,56.44,68.29,87.59,49.25,1.89,14.53,51.27,3.34,5.42,335,Very Poor
Delhi,21-02-2018,172.99,346.46,72.82,92.54,94.31,49.47,2.42,13.97,57.47,5.24,8.8,347,Very Poor
Delhi,22-02-2018,159.67,313.47,59.65,66.4,90.58,55.72,1.8,15.89,47.69,4,8.11,333,Very Poor
Delhi,23-02-2018,163.75,333.99,59.63,70.77,92.54,59.64,1.81,16.26,48.62,3.89,9.53,331,Very Poor
Delhi,24-02-2018,164.2,349.29,47.09,62.66,80.95,62.61,1.52,15.09,55.26,2.85,5.82,347,Very Poor
Delhi,25-02-2018,106.26,222.46,25,42.88,59.15,50.57,1,14.34,43.87,2.05,3.94,317,Very Poor
Delhi,26-02-2018,67.27,156.72,14.44,33.59,43.27,41.83,0.88,9.64,43.19,1.09,2.1,170,Moderate
Delhi,27-02-2018,85.53,178.51,24.54,43.12,56.44,43.85,1.15,10.72,40.51,1.93,3.03,167,Moderate
Delhi,28-02-2018,143.25,279.26,42.48,52.5,78.41,53.64,1.47,14.52,46.16,2.47,6.26,274,Poor
Delhi,01-03-2018,120.71,256.86,45.93,51.74,79.9,49.29,1.43,14.9,40.69,2.3,5.76,293,Poor
Delhi,02-03-2018,139.18,253.32,46.05,50.64,78.23,48.86,1.64,11.52,45.55,3.01,4.5,300,Poor
Delhi,03-03-2018,98.25,205.92,26.84,41.07,59.03,44.26,1.18,12.93,38.38,1.85,3.67,244,Poor
Delhi,04-03-2018,79.83,182.26,25.27,39.02,56.08,39.35,0.99,12.95,34.95,1.63,2.92,205,Poor
Delhi,05-03-2018,76.96,164.74,24.87,39.58,56.62,38.32,0.99,12.7,40.45,1.39,2.92,180,Moderate
Delhi,06-03-2018,75.45,163.52,15.1,37.92,44.67,34.56,0.94,12.99,44.99,1.26,2.83,170,Moderate
Delhi,07-03-2018,87.62,178.53,25.71,45.6,54.4,36.46,1.11,13.23,45.24,1.7,3.57,192,Moderate
Delhi,08-03-2018,139.88,283.57,60.76,79.5,82.26,43.35,1.84,16.98,57.76,6.59,7.04,262,Poor
Delhi,09-03-2018,134.76,274.89,45.51,65.86,75.45,46.02,1.64,18.68,52.43,4.54,6.65,316,Very Poor
Delhi,10-03-2018,75.67,171.69,16.27,39.85,47.05,39.35,0.95,14.8,41.74,1.36,4,207,Poor
Delhi,11-03-2018,88.3,183.74,23.14,41.81,55.86,39.62,1.08,15.41,46.28,1.28,3.12,179,Moderate
Delhi,12-03-2018,105.29,223.67,28.38,45.32,65.27,42.8,1.18,17.48,44.49,1.29,3.51,236,Poor
Delhi,13-03-2018,109.22,245.66,41.54,56.5,73.67,42.23,1.54,17.22,43.79,1.87,4.78,241,Poor
Delhi,14-03-2018,116.62,328.98,60.02,64.82,87.49,40.47,1.63,17.39,48.03,2.85,5.34,287,Poor
Delhi,15-03-2018,108.98,314.72,36.34,48.86,66.89,43.23,1.23,16.08,37.77,3.53,5.3,314,Very Poor
Delhi,16-03-2018,111.67,256.67,27.56,41.48,62.19,42.2,1.09,16.61,43.04,4.14,4.59,269,Poor
Delhi,17-03-2018,81.57,170.16,21.81,32.61,44.69,33.72,1.09,13.63,37.89,1.73,2.68,218,Poor
Delhi,18-03-2018,82.15,173.07,18.88,31.72,41.03,30.32,1.2,17.22,45.83,0.93,2.17,177,Moderate
Delhi,19-03-2018,81.93,197.13,28.38,43.85,62.83,37.7,1.1,16.95,44.89,1.06,4.02,177,Moderate
Delhi,20-03-2018,109.99,249.2,44.27,55.71,82.08,44.26,1.42,20.52,51.95,3.19,7.16,224,Poor
Delhi,21-03-2018,133.53,280.94,30.35,45.33,66.03,49.85,1.36,24.36,52.82,4.03,5.93,302,Very Poor
Delhi,22-03-2018,83.4,176.02,13.53,33.49,41.53,42.95,1,17.14,45.99,1.92,3.93,226,Poor
Delhi,23-03-2018,64.2,151.45,14.86,34.53,42.49,34.91,0.89,12.75,46.6,1.57,3.61,171,Moderate
Delhi,24-03-2018,78.4,186.62,15.2,37.32,44.39,35.84,0.91,14.56,50.02,2.36,3.53,183,Moderate
Delhi,25-03-2018,85.34,190.95,11.77,34.66,41.31,37.35,0.96,15.57,54.47,1.74,2.91,202,Poor
Delhi,26-03-2018,85.9,198.67,19.04,41.2,51.42,36.49,1.06,16.28,52.72,2.64,3.4,203,Poor
Delhi,27-03-2018,111.26,256.4,42.38,60.75,76,37.92,1.52,18.5,49.55,4.42,5.92,246,Poor
Delhi,28-03-2018,117.78,280.25,55.87,71.04,79.52,37.48,1.74,16.27,57.85,6.14,7.37,293,Poor
Delhi,29-03-2018,95.98,217.49,17.1,41.56,49.23,37.18,1.01,16.53,57.43,2.72,3.78,238,Poor
Delhi,30-03-2018,96.45,241.13,21.45,45.84,58.22,37.57,1.11,15.95,58.75,3.12,5.64,234,Poor
Delhi,31-03-2018,101.59,292.49,25.6,44.76,57.92,42.4,1.17,16.59,67.56,2.96,5.24,269,Poor
Delhi,01-04-2018,75.14,199.8,15.98,37.97,46.42,37.86,1.01,14.13,68.76,2.97,3.11,217,Poor
Delhi,02-04-2018,96.38,241.96,26.07,48.52,64.03,43.29,1.22,16.54,64.33,3.33,4.77,217,Poor
Delhi,03-04-2018,101.18,252.21,27.42,51.63,66.35,45.56,1.28,17.36,67.6,3.22,4.13,239,Poor
Delhi,04-04-2018,111.82,262.69,32.79,52.51,69.5,50.48,1.44,16.58,65.46,2.64,4.85,244,Poor
Delhi,05-04-2018,152.56,337.64,43.18,60.24,76.02,49.53,1.76,19.67,64.73,4.62,6.26,329,Very Poor
Delhi,06-04-2018,100.5,231.2,25.66,44.92,62.14,43.35,1.42,19.96,54.04,2.64,4.14,271,Poor
Delhi,07-04-2018,48.46,132.97,18.92,36.94,50.39,42.48,1.12,10.48,54.42,1.43,3.32,170,Moderate
Delhi,08-04-2018,50.27,137.52,13.22,34.29,41.32,44.48,1.09,10.5,56.29,0.95,2.63,142,Moderate
Delhi,09-04-2018,49.56,123.41,24.07,39.45,53.81,44.12,1.35,10.77,42.76,2.34,4.47,133,Moderate
Delhi,10-04-2018,93.89,251.98,35.24,45.16,65.04,52.07,1.57,12.65,60.94,4.38,13.51,205,Poor
Delhi,11-04-2018,48.61,125.53,16.25,32.33,41.68,39.88,0.99,11.21,46.34,4.24,11.48,179,Moderate
Delhi,12-04-2018,46.21,109.03,20.89,40.94,49.98,33.55,1.3,10.07,48.2,4.98,6.09,135,Moderate
Delhi,13-04-2018,83.96,196.02,34.37,54.68,64.81,36.1,1.78,13.37,47.74,1.6,3.64,201,Poor
Delhi,14-04-2018,97.16,235.01,42.69,59.41,73.26,39.49,2.12,15.77,47.69,2.45,4.84,233,Poor
Delhi,15-04-2018,107.36,258.52,49,67.79,75.59,40.66,2.26,17.56,53.47,3.68,4.67,240,Poor
Delhi,16-04-2018,119.75,334.05,51.52,76.17,79.53,46.53,2.51,21.02,55.85,4.66,6.12,296,Poor
Delhi,17-04-2018,81.97,260.67,35.67,57.84,69.28,39.2,1.56,13.57,49.19,3.36,3.77,266,Poor
Delhi,18-04-2018,73.44,256.18,16.91,40.44,46.57,33.33,1.04,13.29,51.01,1.72,2.79,216,Poor
Delhi,19-04-2018,89.49,282.24,27.08,51.78,62.47,35.35,1.19,16.76,53.3,2.44,3.63,242,Poor
Delhi,20-04-2018,100.01,385.04,20.62,40.56,49.75,36.14,0.91,15.55,48.98,2.23,3.71,271,Poor
Delhi,21-04-2018,119.24,480.07,9.64,30.99,35.73,31.94,0.89,12.08,61.05,1.13,2.73,444,Severe
Delhi,22-04-2018,62.06,208.53,9.34,31.63,35.38,29.3,0.85,16.92,60.81,1.43,2.24,302,Very Poor
Delhi,23-04-2018,76.11,219.94,17.48,39.43,43.95,27.09,1.03,12.89,63.78,1.83,3.31,197,Moderate
Delhi,24-04-2018,108.64,274.05,27.8,57.07,61.05,32.19,1.28,17.01,59.45,3.36,5.14,242,Poor
Delhi,25-04-2018,117.56,313.41,46.07,82.47,77.25,31.94,2.02,15.1,48.81,6.04,8.18,287,Poor
Delhi,26-04-2018,142.82,397.1,44.46,78.5,78.44,41.32,2.09,17.89,65.07,5.52,6.76,329,Very Poor
Delhi,27-04-2018,107.47,336.49,22.69,49.86,54.16,51.03,1.41,12.96,69.49,2.86,4.75,351,Very Poor
Delhi,28-04-2018,84.13,316.52,11.33,36.11,41.23,44.78,1.14,12.38,75.5,1.7,3.23,288,Poor
Delhi,29-04-2018,89.1,259.12,13.32,42.57,48.22,47.69,1.26,16.1,69.07,1.87,3.3,259,Poor
Delhi,30-04-2018,79.3,214.51,21.81,46.42,58.38,49.72,1.12,11.9,60.39,1.71,3.66,221,Poor
Delhi,01-05-2018,54.88,165.91,11.11,33.37,41.04,44.37,0.81,8.8,65.54,1.18,1.91,173,Moderate
Delhi,02-05-2018,66.74,189.28,14.43,34.14,42.86,37.69,1.02,7.65,64.55,1.19,1.84,161,Moderate
Delhi,03-05-2018,47.25,153.75,15.63,31.77,40.96,38.01,1.23,9.52,50.16,0.94,2.3,167,Moderate
Delhi,04-05-2018,49.09,123.82,11.61,30.44,37.96,38.61,1.17,9.06,59.09,1.41,2.55,146,Moderate
Delhi,05-05-2018,74.82,196.76,23.26,46.75,55.93,44.85,1.74,11.85,59.48,2.46,4.28,174,Moderate
Delhi,06-05-2018,110.48,290.63,42.39,53.69,71.2,44.57,2.05,14.61,57.57,3.75,5.89,280,Poor
Delhi,07-05-2018,111.95,302.1,42.33,54.75,76.02,45.99,2.2,16.31,57.48,3.61,5.38,243,Poor
Delhi,08-05-2018,61,177.71,10.01,27.66,32.84,27.14,1.31,6.97,61.42,1.37,2.67,252,Poor
Delhi,09-05-2018,71.99,177.76,19.68,46.09,56.74,43.68,1.46,12.35,53.1,1.93,4.49,168,Moderate
Delhi,10-05-2018,93.45,215.34,28.94,52.15,68.21,53.84,2.41,12.02,57.78,2.3,4.57,218,Poor
Delhi,11-05-2018,132.39,315.8,35.51,65.41,75.54,51.67,2.73,16.58,65.24,4.4,5.38,292,Poor
Delhi,12-05-2018,144.33,353.5,45.32,74.13,88.45,65.63,3.2,17.75,67.9,4.15,5.23,330,Very Poor
Delhi,13-05-2018,80.64,236.35,17.22,31.22,44.1,59.34,2.1,11.48,67.88,1.31,2.15,285,Poor
Delhi,14-05-2018,49.22,137.39,13.4,40.3,41.85,46.61,2.05,11.3,56.2,1.07,2.34,174,Moderate
Delhi,15-05-2018,67.23,177.03,13.34,39.81,43.92,49.62,1.91,11.9,62.52,1.85,3.06,173,Moderate
Delhi,16-05-2018,78.74,221.21,16.47,41.79,45.65,43.11,1.11,9.25,54.41,2.59,3.61,194,Moderate
Delhi,17-05-2018,105.99,288.92,17.3,44.14,44.55,45.08,0.85,13.61,70.39,1.84,3.94,240,Poor
Delhi,18-05-2018,96.96,241.99,27.74,53.88,63.16,54.12,1.07,13.97,58.67,3.02,5.04,254,Poor
Delhi,19-05-2018,103.98,284.44,49.67,65.52,81.75,55.99,1.46,12.48,57.66,5.23,6.98,270,Poor
Delhi,20-05-2018,83.66,228.61,20.35,45.88,50.04,45.4,1.08,12.65,55.77,2.72,5.24,231,Poor
Delhi,21-05-2018,71.25,209.67,14.16,42.68,48.33,41.07,0.91,12.73,60.27,3.04,5.34,208,Poor
Delhi,22-05-2018,91.16,243.14,28.41,59.07,60.5,40.31,1.17,15.56,59.41,3.53,6.23,207,Poor
